시군구코드,업소명,소재지도로명,소재지지번,소재지전화번호,업태명,메뉴,영업일
11680,몰토라운지,서울특별시 강남구 선릉로161길 15 지하1층 (신사동),서울특별시 강남구 신사동  662번지 15호  ,0-2512-3888,감성주점,,
11680,넥스투(NEX2),서울특별시 강남구 선릉로161길 18 지하1층 (신사동),서울특별시 강남구 신사동  661번지 13호  지하1층,,감성주점,,
11680,글래드유(GLADU),서울특별시 강남구 선릉로86길 17 선릉 MT 빌딩 2층 201호202호 (대치동),서울특별시 강남구 대치동  889번지 72호  선릉 MT 빌딩,,감성주점,,
11680,88노가리 선릉점,서울특별시 강남구 선릉로86길 40 2층 (대치동),서울특별시 강남구 대치동  896번지 34호  ,,감성주점,,
11680,에스엔엘 바(SNL BAR),서울특별시 강남구 선릉로86길 42 지하1층 (대치동),서울특별시 강남구 대치동  896번지 36호  ,,감성주점,,
11680,재즈 잇 업,서울특별시 강남구 압구정로2길 28 지하1층 (신사동),서울특별시 강남구 신사동  507번지 4호  ,,감성주점,,
11680,동방주막,서울특별시 강남구 압구정로42길 54 지하1층 (신사동),서울특별시 강남구 신사동  634번지 16호  ,,감성주점,,
11680,물라라운지,서울특별시 강남구 압구정로46길 53 지하1층 (신사동),서울특별시 강남구 신사동  647번지 4호  ,,감성주점,,
11680,벙커프로젝트(BUNKER PROJECT),서울특별시 강남구 압구정로46길 71-1 지하1층 (신사동),서울특별시 강남구 신사동  648번지 23호  ,,감성주점,,
11680,팬더룸(pantherroom),서울특별시 강남구 압구정로4길 27-2 지상45층 (신사동),서울특별시 강남구 신사동  523번지 28호  ,,감성주점,,
11680,팬더룸(pantherroom),서울특별시 강남구 압구정로4길 27-2 지상4층 (신사동),서울특별시 강남구 신사동  523번지 28호  ,,감성주점,,
11680,테라스,서울특별시 강남구 압구정로71길 10 지하1층 (청담동),서울특별시 강남구 청담동  101번지 6호  지하1층,,감성주점,,
11680,보르도,서울특별시 강남구 압구정로71길 10 지하1층 (청담동),서울특별시 강남구 청담동  101번지 6호  지하1층,,감성주점,,
11680,엘리시움,서울특별시 강남구 압구정로71길 10 지하1층 (청담동),서울특별시 강남구 청담동  101번지 6호  지하1층,,감성주점,,
11680,포시즌 다이닝,서울특별시 강남구 압구정로71길 10 지하1층 (청담동),서울특별시 강남구 청담동  101번지 6호  지하1층,,감성주점,,
11680,(주)카브루 서울브루어리,서울특별시 강남구 압구정로79길 19 지상1층 101호 (청담동),서울특별시 강남구 청담동  121번지 28호  ,,감성주점,,
11680,송송책방,서울특별시 강남구 언주로 110 경남2차상가동 지상2층 3호 (개포동 경남아파트),서울특별시 강남구 개포동  649번지  경남아파트,,감성주점,,
11680,케이 씨 엘(KCL),서울특별시 강남구 언주로 634 쌍둥이빌딩 지하2층 (논현동),서울특별시 강남구 논현동  249번지  쌍둥이빌딩,,감성주점,,
11680,하나비,서울특별시 강남구 언주로 634 쌍둥이빌딩 지하2층 (논현동),서울특별시 강남구 논현동  249번지  쌍둥이빌딩,,감성주점,,
11680,케이시엘(KCL),서울특별시 강남구 언주로 634 쌍둥이빌딩 지하2층 (논현동),서울특별시 강남구 논현동  249번지  쌍둥이빌딩,,감성주점,,
11680,윈,서울특별시 강남구 언주로150길 14 지하1층 (논현동),서울특별시 강남구 논현동  97번지 26호  ,,감성주점,,
11680,롤,서울특별시 강남구 언주로150길 48 지하1층 (논현동),서울특별시 강남구 논현동  95번지 4호  ,,감성주점,,
11680,원 라이브(one live),서울특별시 강남구 언주로150길 50 진명빌딩 지하1층 (논현동),서울특별시 강남구 논현동  95번지 7호  진명빌딩,,감성주점,,
11680,원(One),서울특별시 강남구 언주로150길 50 진명빌딩 지하1층 (논현동),서울특별시 강남구 논현동  95번지 7호  진명빌딩,,감성주점,,
11680,888라운지,서울특별시 강남구 언주로170길 25 지하1층 (신사동),서울특별시 강남구 신사동  643번지 27호  ,,감성주점,,
11680,카페드 리옹,서울특별시 강남구 언주로98길 36 루트원 레지던스 지상1층 101호 (역삼동),서울특별시 강남구 역삼동  703번지 7호  루트원 레지던스,,감성주점,,
11680,탑에스,서울특별시 강남구 역삼로 106 BIEL 106 지상1층 101호 (역삼동),서울특별시 강남구 역삼동  832번지 16호  BIEL 106,,감성주점,,
11680,휴일(Hueil),서울특별시 강남구 역삼로3길 20-4 지하1층 (역삼동),서울특별시 강남구 역삼동  830번지 9호  ,,감성주점,,
11680,헬렌스키친,서울특별시 강남구 역삼로83길 18 동현빌딩 지상1층 (대치동),서울특별시 강남구 대치동  955번지 13호  동현빌딩,,감성주점,,
11680,에슬로우 선릉2호점,서울특별시 강남구 테헤란로64길 14 103호 (대치동),서울특별시 강남구 대치동  889번지 56호  ,,감성주점,,
11680,그레이(GRAY),서울특별시 강남구 테헤란로87길 13 서영빌딩 지하1층 B01호 (삼성동),서울특별시 강남구 삼성동  158번지 12호  서영빌딩,,감성주점,,
11680,오엔 바앤다이닝,    ,서울특별시 강남구 압구정동  380번지 2호  한강잠원지구수상유선,  02 5168788  ,경양식,,
11680,(주)일미오소뇨,    ,서울특별시 강남구 논현동  62번지 12호  ,  02 5185825  ,경양식,,
11680,(주)아이비앤비,    ,서울특별시 강남구 삼성동  159번지 9호  지하1층 멀티플랙스내,  02 5406640  ,경양식,,
11680,퐁퐁,    ,서울특별시 강남구 압구정동  396번지 1호  지하,  02 5464298  ,경양식,,
11680,해와달,    ,서울특별시 강남구 청담동  121번지 29호  지상2층,  02 5465008  ,경양식,,
11680,세브도르와인바,    ,서울특별시 강남구 역삼동  720번지 20호  지상1층 101호,  02 5523131  ,경양식,,
11680,샤론,    ,서울특별시 강남구 역삼동  837번지 18호  ,  02 5532226  ,경양식,,
11680,한우사랑,    ,서울특별시 강남구 대치동  938번지 0호  지하2층,  02 5582626  ,경양식,,
11680,오므토토마토,    ,서울특별시 강남구 삼성동  159번지 9호  T4,  02 5755223  ,경양식,,
11680,단뽀뽀,    ,서울특별시 강남구 역삼동  808번지 2호  ,02-0555-9427,경양식,,
11680,미라지,    ,서울특별시 강남구 삼성동  159번지 9호  공항타워 지하2층 A-1호,02-2016-5432,경양식,,
11680,오엔,    ,서울특별시 강남구 압구정동  380번지 2호  한강잠원지구수상유선장23층,02-3442-1582,경양식,,
11680,파티오알,    ,서울특별시 강남구 청담동  133번지 3호  지하1층,0-2547-0400,경양식,,
11680,블루펄호텔커피?,    ,서울특별시 강남구 청담동  129-346번지  지상1층,0-542-7177,경양식,,
11680,재키스키친코리아주식회사,    ,서울특별시 강남구 삼성동  159번지 9호  코엑스몰지하1층M3a,0-6002-7150,경양식,,
11680,딕훼밀리7080,서울특별시 강남구 강남대로 280 (도곡동),서울특별시 강남구 도곡동  946번지 12호  ,  02 5712471  ,경양식,,
11680,에스피씨(SPC)스퀘어 라뜰리에 베라피자 그릭슈바인,서울특별시 강남구 강남대로 352 12층 (역삼동),서울특별시 강남구 역삼동  831번지 23호  12층,,경양식,,
11680,에스피씨(SPC)스퀘어 라뜰리에 베라피자 그릭슈바인 커피앳웍스,서울특별시 강남구 강남대로 352 12층 (역삼동),서울특별시 강남구 역삼동  831번지 23호  12층,,경양식,,
11680,라그릴리아 강남스퀘어점,서울특별시 강남구 강남대로 352 3층 (역삼동),서울특별시 강남구 역삼동  831번지 23호  3층,,경양식,,
11680,블루밍가든강남점,서울특별시 강남구 강남대로 358 (역삼동지하1층),서울특별시 강남구 역삼동  826번지 14호  지하1층,02  34661962  ,경양식,,
11680,피그인더가든 강남점,서울특별시 강남구 강남대로 358 강남358타워 1층 (역삼동),서울특별시 강남구 역삼동  826번지 14호  강남358타워,,경양식,,
11680,샤이바나,서울특별시 강남구 강남대로 358 강남358타워 2층 201호 (역삼동),서울특별시 강남구 역삼동  826번지 14호  강남358타워,,경양식,,
11680,붓처스컷 강남점,서울특별시 강남구 강남대로 358 지하1층 (역삼동),서울특별시 강남구 역삼동  826번지 14호  ,02  66703600  ,경양식,,
11680,투썸플레이스 강남대륭타워점,서울특별시 강남구 강남대로 362 (역삼동대륭타워1층),서울특별시 강남구 역삼동  826번지 20호  대륭타워1층,02  538 2369  ,경양식,,
11680,투썸플레이스 주식회사,서울특별시 강남구 강남대로 362 (역삼동대륭타워1층),서울특별시 강남구 역삼동  826번지 20호  대륭타워1층,02  538 2369  ,경양식,,
11680,(주)아워홈키사라 강남,서울특별시 강남구 강남대로 382 (역삼동메리츠타워지하1층),서울특별시 강남구 역삼동  825번지 2호  메리츠타워지하1층,  02 5100865  ,경양식,,
11680,계절의 맛 강남,서울특별시 강남구 강남대로 382 (역삼동메리츠타워지하1층),서울특별시 강남구 역삼동  825번지 2호  메리츠타워지하1층,  02 5100865  ,경양식,,
11680,(주)아워홈아모리스강남,서울특별시 강남구 강남대로 382 (역삼동메리츠타워지하1층),서울특별시 강남구 역삼동  825번지 2호  메리츠타워지하1층,02-2018-0903,경양식,,
11680,자스민메리츠타워점,서울특별시 강남구 강남대로 382 (역삼동메리츠타워지하2층),서울특별시 강남구 역삼동  825번지 2호  메리츠타워지하2층,02  20180900  ,경양식,,
11680,시리우스,서울특별시 강남구 강남대로 390 (역삼동),서울특별시 강남구 역삼동  825번지  ,02-3469-0999,경양식,,
11680,크리스탈스카이라운지,서울특별시 강남구 강남대로 390 (역삼동미진프라자21층),서울특별시 강남구 역삼동  825번지  미진프라자21층,0--2,경양식,,
11680,(주)감성타코 강남역점,서울특별시 강남구 강남대로 406 GLASS TOWER 지하1층 B01-1호 (역삼동),서울특별시 강남구 역삼동  820번지 9호  GLASS TOWER,02  565 8830  ,경양식,,
11680,피어날레,서울특별시 강남구 강남대로 408 (역삼동지하1층),서울특별시 강남구 역삼동  820번지 8호  지하1층,  02 5566414  ,경양식,,
11680,(주)영길,서울특별시 강남구 강남대로 410 지하1층 (역삼동),서울특별시 강남구 역삼동  820번지 5호  ,02  538 9967  ,경양식,,
11680,프리모 바치오바치,서울특별시 강남구 강남대로 416 (역삼동2층),서울특별시 강남구 역삼동  816번지 3호  2층,02  501 0885  ,경양식,,
11680,타코벨 강남지점,서울특별시 강남구 강남대로 420 (역삼동),서울특별시 강남구 역삼동  816번지 1호  ,,경양식,,
11680,유가네 닭갈비(강남역점),서울특별시 강남구 강남대로 438 (역삼동2층 214215호),서울특별시 강남구 역삼동  814번지 6호  2층 214215호,  02 5349595  ,경양식,,
11680,씨지브이강남,서울특별시 강남구 강남대로 438 (역삼동스타플렉스4층),서울특별시 강남구 역삼동  814번지 6호  스타플렉스4층,02  34523953  ,경양식,,
11680,리얼스페인,서울특별시 강남구 강남대로 438 지상3층 307호 (역삼동),서울특별시 강남구 역삼동  814번지 6호  지상3층 307호,,경양식,,
11680,비아이트,서울특별시 강남구 강남대로 442 (역삼동C동3층),서울특별시 강남구 역삼동  814번지 5호  C동3층,0-561-3281,경양식,,
11680,올바원더블린,서울특별시 강남구 강남대로 442 (역삼동C동3층),서울특별시 강남구 역삼동  814번지 5호  C동3층,0-561-3281,경양식,,
11680,더블린,서울특별시 강남구 강남대로 442 (역삼동지상2층),서울특별시 강남구 역삼동  814번지 5호  지상2층,  02 5613281  ,경양식,,
11680,논현돈까스,서울특별시 강남구 강남대로 476 (논현동지하2층),서울특별시 강남구 논현동  200번지 7호  지하2층,0-519-0126,경양식,,
11680,어반,서울특별시 강남구 강남대로 476 지하2층 6호 (논현동),서울특별시 강남구 논현동  200번지 7호  ,,경양식,,
11680,골든스카이16,서울특별시 강남구 강남대로 492 지상16층 (논현동),서울특별시 강남구 논현동  165번지 8호  한맥빌딩,02  516 1289  ,경양식,,
11680,(유)아웃백스테이크하우스코리아 강남점,서울특별시 강남구 강남대로 502 2층 (논현동 에임하이타워),서울특별시 강남구 논현동  165번지  ,  02 5154791  ,경양식,,
11680,히까리 논현점,서울특별시 강남구 강남대로 506 동 (논현동지상2층),서울특별시 강남구 논현동  164번지 11호   지상2층,  02 5436989  ,경양식,,
11680,왕대박삼겹살,서울특별시 강남구 강남대로 518 (논현동지상1층),서울특별시 강남구 논현동  164번지 17호  지상1층,  02 5427455  ,경양식,,
11680,로비,서울특별시 강남구 강남대로 570 (논현동),서울특별시 강남구 논현동  49번지 0호  ,02-0000-0000,경양식,,
11680,렉스 레스토랑,서울특별시 강남구 강남대로 588 2층 (논현동 렉스관광호텔),서울특별시 강남구 논현동  18번지 2호  ,,경양식,,
11680,브라운마조,서울특별시 강남구 강남대로 594 (논현동(지하층)),서울특별시 강남구 논현동  17번지 8호  (지하층),,경양식,,
11680,포호아신사,서울특별시 강남구 강남대로 594 (논현동지상1층),서울특별시 강남구 논현동  17번지 8호  지상1층,  02 5425025  ,경양식,,
11680,길동우동 신사,서울특별시 강남구 강남대로 594 (논현동지상1층),서울특별시 강남구 논현동  17번지 8호  지상1층,  02 5425025  ,경양식,,
11680,베르체,서울특별시 강남구 강남대로 622 (신사동지상1층),서울특별시 강남구 신사동  502번지 7호  지상1층,,경양식,,
11680,슬로우시티,서울특별시 강남구 강남대로 632 지상1층 104호 (신사동),서울특별시 강남구 신사동  503번지 2호  지상1층-104,,경양식,,
11680,심슨탕 부대찌개,서울특별시 강남구 강남대로100길 10 (역삼동2층),서울특별시 강남구 역삼동  619번지 15호  2층,  02 5666084  ,경양식,,
11680,맘스터치 강남역점,서울특별시 강남구 강남대로100길 10 (역삼동2층),서울특별시 강남구 역삼동  619번지 15호  2층,  02 5666084  ,경양식,,
11680,미트 프레시,서울특별시 강남구 강남대로102길 11 (역삼동),서울특별시 강남구 역삼동  813번지 18호  ,,경양식,,
11680,나이쏘이(NAI SOI),서울특별시 강남구 강남대로102길 11 (역삼동),서울특별시 강남구 역삼동  813번지 18호  ,,경양식,,
11680,빠레뜨한남 강남CGV점,서울특별시 강남구 강남대로102길 13 지상2층 (역삼동),서울특별시 강남구 역삼동  813번지 13호  ,,경양식,,
11680,미즈컨테이너이스트,서울특별시 강남구 강남대로102길 13-3 (역삼동지하1층지상123층),서울특별시 강남구 역삼동  813번지 14호  지하1층지상123층,  02 5538837  ,경양식,,
11680,뉴코피커피(NEW KOPI COFFEE),서울특별시 강남구 강남대로102길 13-5 (역삼동지상 123층),서울특별시 강남구 역삼동  813번지 15호  지상 123층,,경양식,,
11680,강남커피,서울특별시 강남구 강남대로102길 13-5 (역삼동지상 123층),서울특별시 강남구 역삼동  813번지 15호  지상 123층,,경양식,,
11680,피코이,서울특별시 강남구 강남대로102길 13-8 지하1층 (역삼동),서울특별시 강남구 역삼동  813번지 9호  ,,경양식,,
11680,코코이찌방야,서울특별시 강남구 강남대로102길 14 (역삼동지상1층103호),서울특별시 강남구 역삼동  619번지 4호  지상1층103호,02-6000-2270,경양식,,
11680,미쿡식당 강남역점,서울특별시 강남구 강남대로102길 15 (역삼동),서울특별시 강남구 역삼동  813번지 12호  ,  02 5083537  ,경양식,,
11680,카페헬로,서울특별시 강남구 강남대로102길 16 3층 (역삼동),서울특별시 강남구 역삼동  619번지 3호  ,,경양식,,
11680,일큐팔사츄러스(1Q84 CHURROS),서울특별시 강남구 강남대로102길 16 지하1층 (역삼동 까치빌딩),서울특별시 강남구 역삼동  619번지 3호  까치빌딩 지하1층,,경양식,,
11680,샌드위치즈,서울특별시 강남구 강남대로102길 20 (역삼동지상1층),서울특별시 강남구 역삼동  619번지 2호  지상1층,,경양식,,
11680,숙달돼지 강남역 CGV점,서울특별시 강남구 강남대로102길 20 (역삼동지상1층),서울특별시 강남구 역삼동  619번지 2호  지상1층,,경양식,,
11680,어반레빗,서울특별시 강남구 강남대로102길 21 (역삼동지하1층지상1층지상2층),서울특별시 강남구 역삼동  812번지 17호  지하1층지상1층지상2층,  02 5391929  ,경양식,,
11680,훌리오,서울특별시 강남구 강남대로102길 22 (역삼동지하1층),서울특별시 강남구 역삼동  619번지 1호  지하1층,  02 5016143  ,경양식,,
11680,무월식탁,서울특별시 강남구 강남대로102길 23 (역삼동),서울특별시 강남구 역삼동  812번지 15호  ,  02 5585215  ,경양식,,
11680,브릭오븐(주),서울특별시 강남구 강남대로102길 31 2층 (역삼동),서울특별시 강남구 역삼동  617번지 4호  2층,,경양식,,
11680,더블 트러블,서울특별시 강남구 강남대로102길 40 지하1층 (역삼동 제이빌딩),서울특별시 강남구 역삼동  618번지 3호  지하1층,02  34778880  ,경양식,,
11680,만옥당,서울특별시 강남구 강남대로106길 15 지하1층 (역삼동),서울특별시 강남구 역삼동  811번지 14호  ,,경양식,,
11680,경우,서울특별시 강남구 강남대로106길 19 3층 (역삼동),서울특별시 강남구 역삼동  811번지 7호  ,,경양식,,
11680,블랙스톤,서울특별시 강남구 강남대로106길 23 지하1층 (역삼동),서울특별시 강남구 역삼동  616번지 19호  ,,경양식,,
11680,돈수백,서울특별시 강남구 강남대로110길 13 (역삼동지상1층),서울특별시 강남구 역삼동  601번지 12호  지상1층,  02 5554355  ,경양식,,
11680,가배도,서울특별시 강남구 강남대로110길 13 23층 (역삼동),서울특별시 강남구 역삼동  601번지 12호  ,,경양식,,
11680,이구펍4호점(29PUB),서울특별시 강남구 강남대로110길 14 지하1층 (역삼동),서울특별시 강남구 역삼동  810번지 18호  ,,경양식,,
11680,카페무라노,서울특별시 강남구 강남대로110길 21 1층 (역삼동),서울특별시 강남구 역삼동  601번지 30호  ,,경양식,,
11680,(주)에어리어51그램,서울특별시 강남구 강남대로112길 15 지상2층 (논현동 다다무역빌딩),서울특별시 강남구 논현동  198번지 17호  ,,경양식,,
11680,봄날,서울특별시 강남구 강남대로114길 11 (논현동지하1층),서울특별시 강남구 논현동  184번지 38호  지하1층,  02 5472959  ,경양식,,
11680,만복정,서울특별시 강남구 강남대로114길 16 (논현동지상1층),서울특별시 강남구 논현동  198번지 8호  지상1층,0--2,경양식,,
11680,송포갈비,서울특별시 강남구 강남대로114길 23 (논현동지상1층),서울특별시 강남구 논현동  184번지 17호  지상1층,0-3342-7978,경양식,,
11680,노랑통닭,서울특별시 강남구 강남대로116길 8 (논현동),서울특별시 강남구 논현동  184번지 0호  ,  02 5158396  ,경양식,,
11680,노드쿠진(Nord Coisine),서울특별시 강남구 강남대로116길 8 3층 (논현동),서울특별시 강남구 논현동  184번지  ,,경양식,,
11680,마포만두(논현점),서울특별시 강남구 강남대로118길 12 (논현동지상1층),서울특별시 강남구 논현동  183번지 0호  지상1층,,경양식,,
11680,길동우동,서울특별시 강남구 강남대로118길 12 (논현동지상1층),서울특별시 강남구 논현동  183번지 0호  지상1층,,경양식,,
11680,파이팅(Fighting),서울특별시 강남구 강남대로118길 14 3층 (논현동),서울특별시 강남구 논현동  183번지 2호  ,,경양식,,
11680,못된VR 논현카페,서울특별시 강남구 강남대로118길 15 2층 (논현동),서울특별시 강남구 논현동  182번지 27호  ,,경양식,,
11680,풍,서울특별시 강남구 강남대로118길 20 (논현동지상1층),서울특별시 강남구 논현동  183번지 4호  지상1층,  02 5461007  ,경양식,,
11680,유에프오(UFO),서울특별시 강남구 강남대로118길 28 지상1층 101호 (논현동),서울특별시 강남구 논현동  183번지 10호  ,,경양식,,
11680,커피스미스 신논현점,서울특별시 강남구 강남대로118길 45 지상1지상2층 (논현동),서울특별시 강남구 논현동  181번지 9호  ,02  546 7727  ,경양식,,
11680,와썹,서울특별시 강남구 강남대로118길 47 지상1층 102호 (논현동),서울특별시 강남구 논현동  181번지 8호  ,,경양식,,
11680,그늘집 꼼장어 막창,서울특별시 강남구 강남대로118길 64 지상1층 (논현동),서울특별시 강남구 논현동  187번지 5호  ,02  548 7404  ,경양식,,
11680,청담분식,서울특별시 강남구 강남대로118길 64 지상1층 (논현동),서울특별시 강남구 논현동  187번지 5호  ,02  548 7404  ,경양식,,
11680,기세기,서울특별시 강남구 강남대로118길 8 (논현동이화빌딩지상2층),서울특별시 강남구 논현동  199번지 17호  이화빌딩지상2층,  02 5165717  ,경양식,,
11680,스탠서울,서울특별시 강남구 강남대로120길 13 지상2층 (논현동),서울특별시 강남구 논현동  167번지 28호  ,,경양식,,
11680,울트라멘,서울특별시 강남구 강남대로122길 14 (논현동지상1층),서울특별시 강남구 논현동  166번지 2호  지상1층,,경양식,,
11680,칠(Chill),서울특별시 강남구 강남대로122길 14 (논현동지하1층),서울특별시 강남구 논현동  166번지 2호  지하1층,02  540 3409  ,경양식,,
11680,밤선비,서울특별시 강남구 강남대로122길 17 지상101호 (논현동),서울특별시 강남구 논현동  162번지 16호  ,,경양식,,
11680,조개사냥,서울특별시 강남구 강남대로122길 24 (논현동 지상1층 101호),서울특별시 강남구 논현동  166번지 7호  지상1층 101호,,경양식,,
11680,헤비스모커,서울특별시 강남구 강남대로122길 31 지상2층 (논현동),서울특별시 강남구 논현동  160번지 11호  ,02  543 1147  ,경양식,,
11680,알파갈매기살,서울특별시 강남구 강남대로122길 6 (논현동지상12층),서울특별시 강남구 논현동  165번지 19호  지상12층,  02 5485606  ,경양식,,
11680,이층집 닭도리탕,서울특별시 강남구 강남대로124길 10 (논현동지상2층),서울특별시 강남구 논현동  163번지 0호  지상2층,  02 5140841  ,경양식,,
11680,장생건강원,서울특별시 강남구 강남대로124길 23 지상1층 102103호 (논현동),서울특별시 강남구 논현동  145번지 12호  ,,경양식,,
11680,그리너(greener),서울특별시 강남구 강남대로124길 35 1층 101호 (논현동),서울특별시 강남구 논현동  146번지 11호  ,,경양식,,
11680,밤은 부드러워,서울특별시 강남구 강남대로124길 3-9 지하1층 (논현동),서울특별시 강남구 논현동  143번지 9호  ,,경양식,,
11680,임바이브(Imbibe),서울특별시 강남구 강남대로124길 3-9 지하1층 (논현동),서울특별시 강남구 논현동  143번지 9호  ,,경양식,,
11680,일오구,서울특별시 강남구 강남대로124길 40 1층 (논현동),서울특별시 강남구 논현동  159번지 2호  ,,경양식,,
11680,주색포차,서울특별시 강남구 강남대로124길 40 1층 (논현동),서울특별시 강남구 논현동  159번지 2호  ,,경양식,,
11680,강남 닭곰탕&도리탕,서울특별시 강남구 강남대로124길 40 1층 (논현동),서울특별시 강남구 논현동  159번지 2호  ,,경양식,,
11680,업텐브로피자,서울특별시 강남구 강남대로124길 48 지상1층 (논현동),서울특별시 강남구 논현동  147번지 19호  ,02  549 3007  ,경양식,,
11680,띵 강남점,서울특별시 강남구 강남대로124길 48 지상1층 (논현동),서울특별시 강남구 논현동  147번지 19호  ,02  549 3007  ,경양식,,
11680,피자알볼로 강남논현점,서울특별시 강남구 강남대로128길 84 1층 (논현동),서울특별시 강남구 논현동  135번지 5호  ,,경양식,,
11680,이두부야 순두부찌개,서울특별시 강남구 강남대로128길 84 1층 (논현동),서울특별시 강남구 논현동  135번지 5호  ,,경양식,,
11680,가든스튜디오,서울특별시 강남구 강남대로136길 63 1층 (논현동),서울특별시 강남구 논현동  25번지 6호  ,,경양식,,
11680,삼삼 푸드앤드링스(33 food & Drinks),서울특별시 강남구 강남대로140길 6 지하1층 (논현동),서울특별시 강남구 논현동  20번지  ,,경양식,,
11680,청춘식당-미래소년,서울특별시 강남구 강남대로146길 7-7 (논현동),서울특별시 강남구 논현동  16번지 16호  ,,경양식,,
11680,제이피셰프다이어리,서울특별시 강남구 강남대로146길 9 1층 101호 (논현동),서울특별시 강남구 논현동  16번지 41호  ,,경양식,,
11680,미러,서울특별시 강남구 강남대로150길 4 (논현동지상2층),서울특별시 강남구 논현동  17번지 1호  지상2층,  02 5436265  ,경양식,,
